"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"1",0,1348.15206857387,1111.46030068554,1111.32623473038,1111.80483898929,1310.20151121879,1111.52867709295,1111.80393955049,1111.55881535796,1334.37326112299,1111.51788109774,1111.47199694819,1235.50232699093,1348.15206857387,1111.46120040243,1111.46120040243
"2",1348.15206857387,0,763.000655307713,763.143498956782,763.502455791728,103.237590053236,763.100255536584,763.501146037123,763.144154141274,1061.8126011684,763.687108703558,763.017693110717,511.947262908984,0,763.001965921452,763.001965921452
"3",1111.46030068554,763.000655307713,0,14.7648230602334,27.6767050061961,693.851569141412,12.328828005938,27.6405499221705,14.7986485869487,738.428060138562,32.3728281124773,5.09901951359278,540.227729758479,763.000655307713,1.4142135623731,1.4142135623731
"4",1111.32623473038,763.143498956782,14.7648230602334,0,31.3687742827162,694.008645479291,19.1833260932509,31.3368792319848,20.8566536146142,738.575656246535,33.555923471125,15.6204993518133,540.429458856565,763.143498956782,14.7648230602334,14.7648230602334
"5",1111.80483898929,763.502455791728,27.6767050061961,31.3687742827162,0,694.403341005788,30.2985148150862,39.1152144312159,31.3847096529504,738.946547457934,42.5910788780937,28.1424945589406,540.936225446217,763.502455791728,27.712812921102,27.712812921102
"6",1310.20151121879,103.237590053236,693.851569141412,694.008645479291,694.403341005788,0,693.96109401032,694.401900919057,694.009365931037,1013.26501962715,694.606363345456,693.870304884133,408.710166254768,103.237590053236,693.853010370352,693.853010370352
"7",1111.52867709295,763.100255536584,12.328828005938,19.1833260932509,30.2985148150862,693.96109401032,0,30.199337741083,19.2093727122985,738.530974299657,34.6410161513775,13.3416640641263,540.368392858058,763.100255536584,12.328828005938,12.328828005938
"8",1111.80393955049,763.501146037123,27.6405499221705,31.3368792319848,39.1152144312159,694.401900919057,30.199337741083,0,31.3528308131818,738.945194178838,42.5675933075855,28.1069386451104,540.934376796299,763.501146037123,27.6767050061961,27.6767050061961
"9",1111.55881535796,763.144154141274,14.7986485869487,20.8566536146142,31.3847096529504,694.009365931037,19.2093727122985,31.3528308131818,0,738.576333224942,35.5949434611154,15.6524758424985,540.430384045901,763.144154141274,14.7986485869487,14.7986485869487
"10",1334.37326112299,1061.8126011684,738.428060138562,738.575656246535,738.946547457934,1013.26501962715,738.530974299657,738.945194178838,738.576333224942,0,739.137335006154,738.445664893498,914.943714115792,1061.8126011684,738.429414365381,738.429414365381
"11",1111.51788109774,763.687108703558,32.3728281124773,33.555923471125,42.5910788780937,694.606363345456,34.6410161513775,42.5675933075855,35.5949434611154,739.137335006154,0,32.7719392163479,541.196821867978,763.687108703558,32.4037034920393,32.4037034920393
"12",1111.47199694819,763.017693110717,5.09901951359278,15.6204993518133,28.1424945589406,693.870304884133,13.3416640641263,28.1069386451104,15.6524758424985,738.445664893498,32.7719392163479,0,540.251793148343,763.017693110717,5.29150262212918,5.29150262212918
"13",1235.50232699093,511.947262908984,540.227729758479,540.429458856565,540.936225446217,408.710166254768,540.368392858058,540.934376796299,540.430384045901,914.943714115792,541.196821867978,540.251793148343,0,511.947262908984,540.229580826522,540.229580826522
"14",1348.15206857387,0,763.000655307713,763.143498956782,763.502455791728,103.237590053236,763.100255536584,763.501146037123,763.144154141274,1061.8126011684,763.687108703558,763.017693110717,511.947262908984,0,763.001965921452,763.001965921452
"15",1111.46120040243,763.001965921452,1.4142135623731,14.7648230602334,27.712812921102,693.853010370352,12.328828005938,27.6767050061961,14.7986485869487,738.429414365381,32.4037034920393,5.29150262212918,540.229580826522,763.001965921452,0,1.4142135623731
"16",1111.46120040243,763.001965921452,1.4142135623731,14.7648230602334,27.712812921102,693.853010370352,12.328828005938,27.6767050061961,14.7986485869487,738.429414365381,32.4037034920393,5.29150262212918,540.229580826522,763.001965921452,1.4142135623731,0
